Category,Element,Source evidence,Current Ecore,Status,Confidence,Action
Attribute default,Plan.argID,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Plan.isInitial,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,Body.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Body.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Context.Expression,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Context.Expression,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Action.Name,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Action.Name,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Action.Expression,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Action.Expression,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,TriggeringEvent.isSeparateIntention,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,TriggeringEvent.isInitial,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,TriggeringEvent.ttf,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,TriggeringEvent.ttf,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,TriggeringEvent.ds,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,TriggeringEvent.ds,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,TriggeringEvent.deletion,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute bounds,TriggeringEvent.addAndDel,P1 không in lowerBound/upperBound; P2/P3 không xác định.,Không áp dụng: chưa khai báo EAttribute,UNRESOLVED_FROM_SOURCE,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,TriggeringEvent.addAndDel,P1 không hiển thị default tường minh; P2/P3 không xác định.,Không có EAttribute; annotation ghi unresolved.,UNRESOLVED_FROM_SOURCE,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Message.content,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Message.content,P1 không hiển thị default tường minh; P2/P3 không xác định.,defaultValueLiteral=null (không có literal tường minh),INFERRED_NOT_PROVEN,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Attribute bounds,Message.isBroadcast,P1 không in lowerBound/upperBound; P2/P3 không xác định.,0..1 theo mặc định Ecore,INFERRED_NOT_PROVEN,HIGH,Không coi bounds mặc định là bằng chứng từ tác giả.
Attribute default,Message.isBroadcast,P1: isBroadcast : EBoolean =; giá trị sau = bị cắt.,defaultValueLiteral=null (không có literal tường minh); effective EBoolean default=false,UNRESOLVED_FROM_SOURCE,HIGH,Không suy ra default của tác giả từ default nội tại/việc thiếu literal.
Serialization metadata,EPackage nsURI/nsPrefix/name,P1 không cung cấp namespace; P3 Listing 1 dòng 21 có dSML4JaCaMo.Operation.,name=dSML4JaCaMo; nsURI=urn:dsml4jacamo:2024:reconstructed; nsPrefix=dSML4JaCaMo,INFERRED_NOT_PROVEN,HIGH,Giữ metadata địa phương và provenance; không tuyên bố namespace gốc.
Serialization flags,Tất cả EAttribute/EReference,"P1 không thể hiện ordered, unique, derived, transient, volatile, unsettable hoặc thiết lập eOpposite nội bộ.",Không đặt các flag này; 63 reference có eOpposite=null.,INFERRED_NOT_PROVEN,HIGH,Giữ mặc định; EXACT của reference chỉ áp dụng tên/source/target/direction/bounds/containment nhìn thấy.
